d,a,t,a, ,i,n,f,o,r,m,a,t,i,o,n
header.stamp.secs,header.stamp.nsecs,objid,header.seq,position.x,position.y,position.z,velocity.x,velocity.y,velocity.z,angle,size,covariance
int,int,int,int,float,float,float,float,float,float,float,float,float
1420826847,880810976,45,0,264.4391174316406,95.54611206054688,0.0,0.0,0.0,0.0,88.12065124511719,4950.342842330553,1.4142135623730951
1420826847,917810916,45,0,264.4391174316406,95.54611206054688,0.0,0.0,0.0,0.0,88.12065124511719,4950.342842330553,3.7293228204650952
1420826847,940984010,45,0,268.17516919647323,97.67863267611708,0.0,2.3257847001371172,1.327546868356206,0.0,84.13957110950696,5058.114777165876,3.6478467422089826
1420826847,979346036,45,0,275.1448538210006,98.15473591567824,0.0,5.191426855340545,0.802140895966565,0.0,26.549593413829335,4218.176432127901,3.632880706469279
1420826848,14204978,45,0,270.0055213428803,93.60544569116018,0.0,-1.1734911275002,-2.4949468662449634,0.0,98.8564042797791,4722.906122378969,3.63071146517765
1420826848,47734022,45,0,268.73671886385455,89.9825573330291,0.0,-1.2322003841137896,-3.189728814379627,0.0,77.29416984965997,5169.133581042684,3.630397951779489
1420826848,84132909,45,0,267.11815950908306,84.14452344345634,0.0,-1.4701794161926833,-4.820960716077748,0.0,100.59068814575043,4744.825381719889,3.6303526282268974
1420826848,117016077,45,0,262.2831950054188,77.41052042556555,0.0,-3.54271961275254,-5.999299589187262,0.0,31.775204384111092,4671.874820395799,3.6303460755788035
1420826848,146389961,45,0,261.34467971267975,81.27150837597489,0.0,-1.9386604266131375,0.0741427610596892,0.0,52.615881572880674,5061.0398451703595,3.6303451282220127
1420826848,179420948,45,0,255.9435830304949,79.4193063703832,0.0,-4.071347208670467,-1.112388836427972,0.0,92.84826211343432,5078.633848740374,3.630344991256617
1420826848,211080074,45,0,245.6791693741694,73.77960101399407,0.0,-7.885964948588109,-3.900988322197285,0.0,98.46144124346625,4969.208610885944,3.6303449714546554
1420826848,247467994,45,0,234.14211103118146,73.86364583469675,0.0,-10.13485501317969,-1.4464081529028006,0.0,97.18226746745741,5041.476930709371,3.630344968591759
1420826848,272645950,45,0,224.00725601800175,72.41723768179395,0.0,-10.13485501317969,-1.4464081529028006,0.0,101.29721181149219,5073.153067326826,8.331494819289196
1420826848,272645950,46,0,185.0433349609375,63.02330017089844,0.0,0.0,0.0,0.0,76.90695190429688,4946.048108271834,1.4142135623730951
1420826848,306102991,45,0,213.87240100482205,70.97082952889114,0.0,-10.13485501317969,-1.4464081529028006,0.0,105.41215615552697,5104.829203944281,22.795061413619838
1420826848,306102991,46,0,185.0433349609375,63.02330017089844,0.0,0.0,0.0,0.0,76.90695190429688,4946.048108271834,3.7293228204650952
1420826848,339467048,46,0,162.43961217719408,74.06436855490996,0.0,-14.071376930968988,6.873338362819058,0.0,77.75279993445372,5063.2426688220685,3.6478467422089826
1420826848,379961013,46,0,146.08789298300263,80.64427894786034,0.0,-15.47852286954997,6.692270817509747,0.0,53.75178289424067,5151.654534292019,3.632880706469279
1420826848,411643028,46,0,135.92080557127986,87.66013917246278,0.0,-12.206076966108618,6.891638547390938,0.0,72.65126040428866,5057.739180056372,3.63071146517765
1420826848,439328908,46,0,131.51195863396552,104.09479995053469,0.0,-7.4031907273898305,12.769886332599944,0.0,70.18367393555445,5098.1999707335945,3.630397951779489
1420826848,477957010,46,0,130.40009507147423,118.68944557042906,0.0,-3.528027827339883,13.893852596999258,0.0,89.87684106543654,4602.758974138185,3.6303526282268974
1420826848,510090112,46,0,139.88000325374145,127.33277999733417,0.0,4.484213535286855,10.659794647561188,0.0,89.94841530026838,5202.774598975518,3.6303460755788035
1420826848,543946981,46,0,151.8716641162926,138.0284441376269,0.0,9.108424376659602,10.681888455207543,0.0,79.12175470622802,5236.914414083089,3.6303451282220127
1420826848,571974992,46,0,162.07377760936245,145.1924042217448,0.0,9.782081925876472,8.515021317892256,0.0,46.4040222589973,4540.48593129019,3.630344991256617
1420826848,613930940,46,0,170.4241126812282,152.21055268271598,0.0,8.900197806830963,7.593022853533066,0.0,46.38715825571454,5095.399511930947,3.6303449714546554
1420826848,642488956,46,0,180.22305873005425,161.6207257928133,0.0,9.453781562067713,8.712296100315928,0.0,102.18685191790914,5312.445087626746,3.630344968591759
1420826848,673676013,46,0,191.86541568388373,167.25396261138178,0.0,10.801834027725294,6.81575030514264,0.0,82.43760112135324,5371.134900125666,3.6303449681778517
1420826848,709610939,46,0,205.19229944448398,171.50236421520972,0.0,12.357137779643313,5.23439251418529,0.0,83.38273928555573,5339.22997566964,3.63034496811801
1420826848,745373010,46,0,220.88182914617602,180.002989848169,0.0,14.4097237512036,7.246227987402799,0.0,130.93539445381225,5411.396786106109,3.630344968109359
1420826848,779824972,46,0,236.30356325549894,190.8784488958164,0.0,15.033071278366743,9.481651951947306,0.0,89.52157902395554,5272.695309973262,3.6303449681081075
1420826848,807126998,46,0,248.6624056366649,203.4102245140544,0.0,13.385880657476267,11.36037486191548,0.0,81.82816655279721,5474.965764731408,3.6303449681079267
1420826848,843658924,46,0,257.3952419323967,212.7584292836678,0.0,10.519839145743564,10.120979196441391,0.0,113.8546384780839,5490.491791965969,3.6303449681079005
1420826848,870976924,46,0,262.4416471653503,219.87828656528566,0.0,7.1484788950752804,8.272438903042989,0.0,107.09345321290454,5184.956106069995,3.630344968107897
1420826848,912137985,46,0,259.85171871019685,226.8623373142929,0.0,1.1501093215141642,7.478856541557226,0.0,165.69034127641135,5555.103722100219,3.630344968107896
1420826848,936902046,46,0,252.1312146272441,235.94919878514048,0.0,-4.313742788033076,8.469306775882773,0.0,82.89961927067337,5466.7038615664505,3.630344968107897
1420826848,979151964,46,0,240.5236010312297,241.80854030573613,0.0,-8.806400689332849,6.861699329168358,0.0,91.97285727718622,5380.984956610464,3.630344968107896
1420826849,6787061,46,0,226.80123446435562,248.45296964314397,0.0,-11.834388643011474,6.727871932043367,0.0,90.0239537688,5586.781370219306,3.630344968107897
1420826849,36511898,46,0,208.46932158455817,256.28561924326874,0.0,-15.836537072805543,7.4083594605932515,0.0,79.61021331112528,5524.930377435458,3.630344968107896
